"('shift', 0, 'down')","('T', 172, 'down')","('shift', 234, 'up')","('t', 297, 'up')","('h', 563, 'down')","('h', 641, 'up')","('a', 703, 'down')","('a', 813, 'up')","('n', 828, 'down')","('n', 938, 'up')","('k', 1344, 'down')","('k', 1438, 'up')","('s', 1484, 'down')","('s', 1609, 'up')","(' ', 1859, 'down')","(' ', 1984, 'up')","('4', 2109, 'down')","('4', 2172, 'up')","(' ', 2266, 'down')","(' ', 2406, 'up')","('f', 2484, 'down')","('f', 2578, 'up')","('i', 2641, 'down')","('i', 2734, 'up')","('s', 2797, 'down')","('s', 2875, 'up')","('h', 2891, 'down')","('h', 2984, 'up')"
"('shift', 0, 'down')","('T', 156, 'down')","('shift', 203, 'up')","('t', 296, 'up')","('h', 312, 'down')","('h', 390, 'up')","('a', 468, 'down')","('n', 546, 'down')","('a', 578, 'up')","('n', 640, 'up')","('k', 781, 'down')","('k', 890, 'up')","('s', 921, 'down')","('s', 1031, 'up')","(' ', 1281, 'down')","(' ', 1390, 'up')","('4', 1593, 'down')","('4', 1671, 'up')","(' ', 1781, 'down')","(' ', 1906, 'up')","('f', 1937, 'down')","('f', 2015, 'up')","('i', 2140, 'down')","('i', 2218, 'up')","('s', 2234, 'down')","('s', 2343, 'up')","('h', 2390, 'down')","('h', 2468, 'up')"
"('shift', 0, 'down')","('T', 187, 'down')","('shift', 203, 'up')","('h', 328, 'down')","('t', 328, 'up')","('h', 406, 'up')","('a', 890, 'down')","('a', 984, 'up')","('n', 1000, 'down')","('n', 1078, 'up')","('k', 1219, 'down')","('k', 1312, 'up')","('s', 1344, 'down')","('s', 1437, 'up')","(' ', 2047, 'down')","(' ', 2172, 'up')","('4', 2375, 'down')","('4', 2469, 'up')","(' ', 2562, 'down')","(' ', 2672, 'up')","('f', 2687, 'down')","('f', 2765, 'up')","('i', 2922, 'down')","('i', 3000, 'up')","('s', 3062, 'down')","('s', 3156, 'up')","('h', 3156, 'down')","('h', 3250, 'up')"
"('shift', 0, 'down')","('T', 235, 'down')","('shift', 313, 'up')","('t', 375, 'up')","('h', 375, 'down')","('h', 453, 'up')","('a', 532, 'down')","('n', 625, 'down')","('a', 641, 'up')","('n', 703, 'up')","('k', 1032, 'down')","('k', 1110, 'up')","('s', 1235, 'down')","('s', 1344, 'up')","(' ', 1610, 'down')","(' ', 1735, 'up')","('4', 1766, 'down')","('4', 1860, 'up')","(' ', 1985, 'down')","(' ', 2078, 'up')","('f', 2094, 'down')","('f', 2157, 'up')","('i', 2235, 'down')","('i', 2313, 'up')","('s', 2360, 'down')","('s', 2453, 'up')","('h', 2516, 'down')","('h', 2578, 'up')"
"('shift', 0, 'down')","('T', 219, 'down')","('shift', 266, 'up')","('t', 344, 'up')","('h', 391, 'down')","('h', 500, 'up')","('a', 703, 'down')","('a', 797, 'up')","('n', 844, 'down')","('n', 922, 'up')","('k', 1547, 'down')","('k', 1625, 'up')","('s', 1656, 'down')","('s', 1750, 'up')","(' ', 1906, 'down')","(' ', 2016, 'up')","('4', 2078, 'down')","('4', 2172, 'up')","(' ', 2297, 'down')","(' ', 2391, 'up')","('f', 2438, 'down')","('f', 2516, 'up')","('i', 2719, 'down')","('i', 2797, 'up')","('s', 2859, 'down')","('s', 2938, 'up')","('h', 2984, 'down')","('h', 3063, 'up')"
"('shift', 0, 'down')","('T', 172, 'down')","('shift', 250, 'up')","('t', 297, 'up')","('h', 344, 'down')","('h', 438, 'up')","('a', 610, 'down')","('a', 703, 'up')","('n', 766, 'down')","('n', 844, 'up')","('k', 1907, 'down')","('k', 1969, 'up')","('s', 2000, 'down')","('s', 2094, 'up')","(' ', 2266, 'down')","(' ', 2391, 'up')","('4', 2610, 'down')","('4', 2688, 'up')","(' ', 2875, 'down')","(' ', 2985, 'up')","('f', 3078, 'down')","('f', 3157, 'up')","('i', 3282, 'down')","('i', 3360, 'up')","('s', 3453, 'down')","('s', 3532, 'up')","('h', 3563, 'down')","('h', 3641, 'up')"
"('shift', 0, 'down')","('T', 188, 'down')","('shift', 250, 'up')","('t', 313, 'up')","('h', 406, 'down')","('h', 484, 'up')","('a', 594, 'down')","('a', 703, 'up')","('n', 750, 'down')","('n', 828, 'up')","('k', 1234, 'down')","('k', 1297, 'up')","('s', 1344, 'down')","('s', 1438, 'up')","(' ', 1953, 'down')","(' ', 2078, 'up')","('4', 2109, 'down')","('4', 2203, 'up')","(' ', 2328, 'down')","(' ', 2422, 'up')","('f', 2422, 'down')","('f', 2484, 'up')","('i', 2609, 'down')","('i', 2688, 'up')","('s', 2922, 'down')","('h', 3000, 'down')","('s', 3016, 'up')","('h', 3094, 'up')"
"('shift', 0, 'down')","('T', 344, 'down')","('shift', 469, 'up')","('t', 500, 'up')","('h', 547, 'down')","('h', 610, 'up')","('a', 907, 'down')","('a', 1016, 'up')","('n', 1078, 'down')","('n', 1157, 'up')","('k', 1672, 'down')","('k', 1750, 'up')","('s', 1797, 'down')","('s', 1875, 'up')","(' ', 2250, 'down')","(' ', 2360, 'up')","('4', 2422, 'down')","('4', 2500, 'up')","(' ', 2610, 'down')","(' ', 2703, 'up')","('f', 2719, 'down')","('f', 2782, 'up')","('i', 2922, 'down')","('i', 3016, 'up')","('s', 3063, 'down')","('s', 3157, 'up')","('h', 3188, 'down')","('h', 3282, 'up')"
"('shift', 0, 'down')","('T', 234, 'down')","('shift', 281, 'up')","('t', 359, 'up')","('h', 390, 'down')","('h', 468, 'up')","('a', 531, 'down')","('a', 640, 'up')","('n', 656, 'down')","('n', 734, 'up')","('k', 937, 'down')","('k', 1015, 'up')","('s', 1140, 'down')","('s', 1187, 'up')","(' ', 1750, 'down')","(' ', 1859, 'up')","('4', 2109, 'down')","('4', 2218, 'up')","(' ', 2328, 'down')","(' ', 2422, 'up')","('f', 2484, 'down')","('f', 2562, 'up')","('i', 2734, 'down')","('i', 2812, 'up')","('s', 2859, 'down')","('s', 2937, 'up')","('h', 3015, 'down')","('h', 3093, 'up')"
"('shift', 0, 'down')","('T', 219, 'down')","('shift', 281, 'up')","('t', 344, 'up')","('h', 391, 'down')","('h', 453, 'up')","('a', 547, 'down')","('n', 641, 'down')","('a', 656, 'up')","('n', 719, 'up')","('k', 938, 'down')","('k', 1016, 'up')","('s', 1094, 'down')","('s', 1188, 'up')","(' ', 1406, 'down')","(' ', 1547, 'up')","('4', 1656, 'down')","('4', 1750, 'up')","(' ', 2047, 'down')","(' ', 2156, 'up')","('f', 2219, 'down')","('f', 2297, 'up')","('i', 2391, 'down')","('i', 2469, 'up')","('s', 2516, 'down')","('s', 2609, 'up')","('h', 2688, 'down')","('h', 2750, 'up')"
